Address (Brooklyn),Close Date,Sale Price,Neighborhood,Square Footage (ft2),PPSF,Type,Beds,Baths,Living Room Width,Living Room Length,Bedroom 1 Width,Bedroom 1 Length,Bedroom 2 Width,Bedroom 2 Length,Bedroom 3 Width,Bedroom 3 Length,"Kitchen Type (Line, L-shape, Island, Galley)",Closets,Walk In (Living Room),Walk In (Master Bedroom),
251 1st Street #5E,12/13/22,"$1,250,000",Park Slope,990,"$1,263",Condo,2,2,15.6,12.1,12.6,11,11.3,10.6,,,Island,3,,0,
58 Strong Place #3B,1/25/23,"$1,395,000",Cobble Hill,950,"$1,468",Condo,2,1,13,25.3,13,10.9,11.5,10.9,,,Island,5,,0,
365 Atlantic Avenue #4,3/14/23,"$925,000",Boerum Hill,727,"$1,272",Condo,2,1,11.7,18.9,10.2,12.7,9.5,11.9,,,galley,4,,0,
290 Powers Street #1,11/23/22,"$1,595,000",East Williamsburg,1590,"$1,003",Condo,2,2.5,17.6,13.99,12.7,11,10.4,10.8,,,Island,2,,,
98 Front Street #4K,2/21/2023,"$1,675,000",Dumbo,1054,"$1,589",Condo,2,2,18.1,20.1,10,12.3,9,11.99,,,Galley,4,,1,
168 Bay 49th Street #1B,3/15/23,"$659,000",Gravesend,964,$684,Condo,2,2,15.2,22.5,16.6,9,8,10,,,Galley,3,,,
42 Devoe Street #B,1/26/23,"$1,795,000",Williamsburg,1012,"$1,774",Condo,2,2,11,15,10.9,23.4,9,15.2,,,L-Shape,4,,,
1 Rockwell Place #2D,2/1/23,"$1,350,000",Fort Greene,,#DIV/0!,Condo,2,2,15.5,15.8,10.99,19.5,8.1,9.5,,,Galley,4,,,
306 Gold Street #38F,5/14/23,"$1,695,000",Downtown Brooklyn,1377,"$1,231",Condo,2,2,12.5,25.3,13.4,14.2,11.4,13.8,,,Island,5,,2,
110 Livingston Street #10B,10/17/22,"$1,495,000",Downtown Brooklyn,1156,"$1,293",Condo,2,2,16,19.5,13.7,13.8,11.5,14.4,,,Galley,4,,1,
545 Washington Avenue #601,12/31/22,"$1,300,000",Clinton Hill,1098,"$1,184",Condo,2,2,12.6,18.5,16,10.8,11,12.1,,,Galley,3,,1,
232 East 18th Street #7A,4/28/0223,"$799,000",Prospect Park Heights ,,#DIV/0!,Condo,2,2,9.99,20,8.1,13.1,8,13,,,L-Shape,3,,0,
340 Sixth Avenue #4,10/25/22,"$1,725,000",Park Slope,1017,"$1,696",Condo,2,2,18.2,19.1,9.99,15.4,8.4,11.8,,,Galley,4,,1,
9956 Third Avenue #702,12/16/22,"$976,501",Bay Ridge,995,$981,Condo,2,2,,,,,,,,,,,,,
11 Hoyt Street #PHC,,"$4,285,000",Downtown Brooklyn,2064,"$2,076",Condo,2,2.5,,27.11,23.3,11.9,13.9,12.11,,,Island,,,,
9718 Fort Hamilton Parkway #3J,6/21/2011,"$529,000",Fort Hamilton,905,$585,Condo,2,2,,,,,,,,,,,,,
9718 Fort Hamilton Parkway #2K,11/26/2014,"$695,000",Fort Hamilton,1108,$627,Condo,2,2,,,,,,,,,,,,,
9511 Shore Road #606,2/3/2015,"$539,000",Fort Hamilton,1000,$539,Condo,2,2,12.3,23,9.6,8.95,16,11,,,L-Shaped,,,,
9917 Shore Road #6B,5/14/2018,"$798,000",Fort Hamilton,1025,$779,Condo,2,2,,,,,,,,,,,,,
121A 97th Street #2A,10/21/2017,"$699,000",Fort Hamilton,1147,$609,Condo,2,2,21.7,14.6,15,12,15,10,,,Island,,,,
537 East 42nd Street,8/1/2023,"$699,000",Farragut,"1,325",$528,House,4,2,,,,,,,,,,,,,
10 Prospect Place,10/4/2023,"$4,250,000",Park Slope,"5,489",$774,multi-family,9,4,12.7,15.3,12.7,19.9,6.1,11,6.7,10.6,Galley,4,2,2,
35 Clark Street #D4,6/1/2023,"$1,195,000",Brooklyn Heights,,#DIV/0!,Co-op,2,1,18.5,12.5,14.7,11.1,12.8,11.1,,,Galley,5,0,0,
197 East 56th Street,7/3/2023,"$650,000",East Flatbush,"1,613",$403,multi-family,3,2,,,,,,,,,,,,,
2151 East 2nd Street,5/9/2023,"$1,550,000",Gravesend,"1,920",$807,multi-family,3,2.5,11.1,19.2,14.11,9.9,8.6,10.6,8.6,13.9,Galley,3,0,0,
1754 Hendrickson Street,9/27/2023,"$769,000",Marine Park,"1,280",$601,House,3,1.5,,,,,,,,,Island,,,,
1845 East 33rd Street,6/23/2023,"$878,000",Marine Park,"1,571",$559,House,3,1.5,,,,,,,,,Island,,,,
143 Winthrop Avenue #3A,9/4/2023,"$895,000",Prospect Lefferts Gardens,910,$984,Condo,2,2,13.7,27.5,9,15,9.1,14.11,,,Island,2,0,1,
201 Clinton Avenue #5F,7/24/2023,"$1,049,000",Clinton Hill,,#DIV/0!,Co-op,2,1,20.1,11,9.11,17.7,11.4,13.1,,,Island,3,0,0,
111 Montgomery Street #10H,5/10/2023,"$1,295,000",Crown Heights,977,"$1,325",Condo,2,2,11.8,28,10.2,13.1,9.6,11.2,,,Island,3,0,0,
2695 Shell Road #1F,9/21/2023,"$499,000",Gravesend,865,$577,Condo,2,1,,,,,,,,,L-Shape,,,,
100 Maspeth Avenue #E5,6/27/2023,"$970,000",Williamsburg,,#DIV/0!,Condo,2,2,13.4,11.5,10.4,12.6,10.8,8.2,,,L-Shape,1,0,0,
93 73rd Street,7/26/2023,"$1,499,999",Bay Ridge,"2,800",$536,multi-family,4,3,,,,,,,,,Galley,,,,
670 Elton Street #TW,6/29/2023,"$995,000",East New York,"3,000",$332,multi-family,6,4.5,,,,,,,,,Island,,,,
2129 East 34th Street,7/28/2023,"$1,499,000",Marine Park,"3,745",$400,multi-family,8,3,,,,,,,,,L-Shape,,,,
105 Oceana Drive East #4B,5/5/2023,"$1,259,000",Brighton Beach,"1,238","$1,017",Condo,2,2,,,,,,,,,Island,,,,
2913 Foster Avenue #4F,9/5/2023,"$210,000",Flatbush,,#DIV/0!,Co-op,1,1,11.8,10.1,10.2,14,,,,,Island,2,0,0,
9281 Shore Road #427,4/20/2023,"$499,000",Fort Hamilton,,#DIV/0!,Co-op,2,1,12.3,19.1,12,16.5,12.6,7.7,,,Galley,5,0,0,
85 Livingston Street #5L,6/23/2023,"$355,000",Downtown Brooklyn,565,$628,Co-op,0,1,20.6,12.6,,,,,,,Galley,4,0,0,
161 Remsen Street #4B,6/29/2023,"$635,000",Brooklyn Heights,700,$907,Co-op,1,1,16.6,17,10,13,,,,,Island,2,0,1,
124 Atlantic Avenue #A2E,6/16/2023,"$725,000",Cobble Hill,,#DIV/0!,Co-op,1,1,13.6,18.8,9.9,17,,,,,Island,2,0,0,
13 Marcus Garvey Avenue,11/28/2023,"$2,400,000",Stuyvesant Heights,"3,750",$640,Mixed-Used Building,8,4,,,,,,,,,,,,,
330 Lenox Road #4T,9/1/2023,"$330,000",Flatbush,,#DIV/0!,Co-op,1,1,12.6,20,11,22,9,11,,,Galley,4,0,1,
145 Hicks Street #B64,8/29/2023,"$925,000",Brooklyn Heights,900,"$1,028",Co-op,1,1,13,22,12,19.4,,,,,Galley,4,0,0,
9801 Shore Road #1C,7/28/2023,"$225,000",Fort Hamilton,500,$450,Co-op,1,1,,,,,,,,,Galley,,,,
1165 East 54th Street #4S,12/12/2023,"$315,000",East Flatbush,"1,200",$263,Co-op,3,2,12.6,15.5,14.11,9.1,11.5,10.7,,,Galley,7,0,0,
1236 70th Street,6/22/2023,"$1,720,000",Dyker Heights,,#DIV/0!,multi-family,7,3,,,,,,,,,,,,,
432 Lake Street #1A,8/31/2023,"$685,000",Gravesend,"1,621",$423,Condo,3,1,17.4,16.1,12.4,11.3,8.4,11,8.4,11.3,Island,4,0,0,
1747 79th Street,5/31/2023,"$1,500,000",Bensonhurst,"3,360",$446,multi-family,6,3.5,,,,,,,,,Galley,,,,
373 Bergen Street,6/30/2023,"$5,500,000",Park Slope,"4,076","$1,349",multi-family,5,4,33.9,18,18,17,17.7,8.9,21.9,9.2,Island,6,0,1,
111 Montgomery Street #8F,7/24/2023,"$815,000",Crown Heights,678,"$1,202",Condo,1,1,11.4,28,10.6,13.6,,,,,Island,2,0,0,
11 Hoyt Street #40C,8/24/2023,"$1,235,000",Downtown Brooklyn,712,"$1,735",Condo,1,1,19.3,12.9,12.8,10.8,,,,,Island,2,0,1,
108 Jackson Street #1B,10/3/2023,"$1,450,000",Williamsburg,"1,121","$1,293",Condo,2,1.5,20.7,19.8,11.11,10,,,,,L-Shape,3,0,0,
505 Court Street #8E,8/3/2023,"$699,000",Carroll Gardens,695,"$1,006",Condo,1,1,14.8,14.3,10.1,13.1,,,,,L-Shape,3,0,0,
601 79th Street #D4,11/12/2023,"$315,000",Bay Ridge,,#DIV/0!,Co-op,1,1,19.3,12,17.3,11.5,,,,,Galley,5,0,0,
49 East 4th Street #3A,6/1/2023,"$1,395,000",Windsor Terrace,"1,218","$1,145",Condo,3,2,17.6,21.11,12.1,12.3,10.3,9,8.11,9,L-Shape,5,0,0,
202 Prospect Park Southwest,7/20/2023,"$2,299,000",Windsor Terrace,,#DIV/0!,multi-family,4,2.5,18.1,11,13.9,9.1,10.2,6.8,13.2,10.4,Galley,5,0,0,
877 58th Street,11/9/2023,"$1,699,999",Sunset Park,"2,592",$656,multi-family,6,3.5,,,,,,,,,Line,,,,
1 Plaza Street West #10B,6/22/2023,"$1,150,000",Park Slope,,#DIV/0!,Co-op,2,1,21.3,13.3,19.6,12.2,13.2,13,,,Galley,6,0,0,
645 Carlton Avenue #1,5/19/2023,"$2,550,000",Prospect Heights,,#DIV/0!,Co-op,3,2,15,18.1,19.7,26.2,10.4,11.1,10.4,12.9,Island,5,0,1,
710 Metropolitan Avenue #6E,7/18/2023,"$1,850,000",Williamsburg,"1,242","$1,490",Condo,2,2,19,11.9,14,13.1,13.1,11.3,,,Island,3,0,1,
710 Metropolitan Avenue #6F,10/20/2023,"$1,195,000",Williamsburg,773,"$1,546",Condo,1,1,24.3,11.8,12.3,10.9,,,,,L-Shape,2,0,0,
271 84th Street,8/10/2023,"$1,649,000",Bay Ridge,"2,071",$796,House,6,2,,,,,,,,,Island,,,,
1075 East 39th Street #2FAM,11/9/2023,"$899,000",East Flatbush,"1,920",$468,multi-family,4,3,,,,,,,,,Galley,,,,
535 Dean Street #311,10/25/2023,"$2,000,000",Prospect Heights,"2,140",$935,Condo,2,2,22.6,24.3,11,21,11,21,9.11,13,Island,3,0,0,
430 Kosciuszko Street #3,7/6/2023,"$885,000",Stuyvesant Heights,915,$967,Condo,2,1,15,11.4,8.4,15.9,8.4,11.8,,,Line,4,0,0,
361 Carroll Street #3B,7/17/2023,"$1,750,000",Carroll Gardens,"1,383","$1,265",Condo,2,3,12.3,21.1,12.3,13.1,17.5,9.2,7.6,6.6,Island,4,0,0,
414 Christopher Avenue,8/19/2023,"$529,000",Brownsville,"1,116",$474,House,2,1.5,17,22,17,14.5,10.3,13,,,Galley,6,0,0,
132 Remsen Street #12,12/27/2023,"$1,199,999",Brooklyn Heights,,#DIV/0!,Condo,1,1,9.11,17.4,14.4,11.11,7.1,13.6,,,L-Shape,3,0,0,
130 Hicks Street #2B,9/12/2023,"$345,000",Brooklyn Heights,,#DIV/0!,Co-op,0,1,18.3,11.8,,,,,,,Galley,3,0,0,
1659 Madison Place,6/22/2023,"$988,888",Marine Park,"1,892",$523,House,3,1.5,,,,,,,,,Galley,,,,
88 Joralemon Street,11/30/2023,"$4,995,000",Brooklyn Heights,,#DIV/0!,multi-family,6,5,14.3,11.6,8.5,8.7,9.5,10.11,,,Island,4,0,0,
67 77th Street,4/28/2023,"$1,599,999",Bay Ridge,"3,100",$516,multi-family,4,3,18.8,15,10.1,16.2,10,14.4,9.6,11.4,L-Shape,3,0,0,
70 Washington Street #9L,10/18/2023,"$1,695,000",DUMBO,"1,551","$1,093",Condo,1,2,25.2,16.8,14.5,17.5,13,10,,,Island,4,0,0,
129 Columbia Heights #56,4/20/2023,"$1,475,000",Brooklyn Heights,,#DIV/0!,Co-op,2,1,17.9,21,14,14.5,14,13.1,,,Galley,6,0,0,
469 Henry Street,5/24/2023,"$11,000,000",Cobble Hill,"5,100","$2,157",Townhouse,6,4,12.11,20.7,11.3,12.11,9.5,15,9.5,15,Line,2,0,2,
2212 Avenue L,6/8/2023,"$1,350,000",Midwood,"3,333",$405,multi-family,6,2,14.5,12.3,11.8,12.3,8.8,11.1,,,Galley,3,0,0,
1080 Lorimer Street #2E,4/18/2023,"$1,350,000",Greenpoint,"1,268","$1,065",Condo,1,1,23.3,13,17.11,12,11.11,6.5,,,Island,1,0,1,
538 Union Avenue #PHC,5/4/2023,"$1,595,000",Williamsburg,"1,039","$1,535",Condo,2,2,21.3,16.5,12.6,15.8,10,12,21.3,16.5,Island,2,0,1,
165 Clinton Avenue #5J,6/15/2023,"$645,000",Clinton Hill,,#DIV/0!,Co-op,1,1,20.7,9.3,12.3,13.5,,,,,Galley,4,0,0,
59 Pineapple Street #2J,7/26/2023,"$395,000",Brooklyn Heights,,#DIV/0!,Co-op,0,1,12,18.4,,,,,,,Galley,0,1,0,
111 Hicks Street #16G,5/26/2023,"$650,000",Brooklyn Heights,,#DIV/0!,Co-op,0,1,14.1,10.7,,,,,,,Galley,2,0,0,
102 Harman Street,8/10/2023,"$1,175,000",Bushwick,"2,160",$544,multi-family,5,3,,,,,,,,,L-Shape,,,,
39 Hawthorne Street THREE-FAM,7/1/2023,"$1,675,000",Prospect Lefferts Gardens,"3,177",$527,multi-family,3,4,12.6,6.7,16.5,10.11,17,7.6,9.3,,Galley,8,0,0,
1680 Ocean Avenue #5K,4/15/2023,"$499,000",Midwood,"1,390",$359,Co-op,2,2,,,,,,,,,Galley,5,0,0,
159 Bay 47th Street,8/11/2023,"$1,438,000",Gravesend,"2,310",$623,multi-family,5,3,,,,,,,,,,,,,
345 Webster Avenue #2O,7/27/2023,"$336,000",Kensington,675,$498,Co-op,1,1,10.9,19,10.9,16.9,,,,,Line,4,0,0,
281 Skillman Street,6/27/2023,"$2,400,000",Bedford-Stuyvesant,"2,093","$1,147",multi-family,4,3.5,23,18.4,18.9,12,15.3,12,15.1,12.2,Line,5,0,0,
235 Adams Street #16A,4/25/2023,"$359,000",Downtown Brooklyn,473,$759,Co-op,0,1,13,19,,,,,,,L-Shape,3,0,0,
328 Atlantic Avenue #2,10/3/2023,"$2,650,000",Boerum Hill,"1,738","$1,525",Condo,3,2.5,22.6,15.3,10.9,11.9,13.1,13.7,8,12,Galley,6,0,0,
497 Pacific Street #3C,4/5/2023,"$1,215,000",Boerum Hill,,#DIV/0!,Condo,2,1,22,17,10.8,9.1,13,8.4,13.3,8.5,Line,3,0,0,
513 12th Street #1L,5/15/2023,"$1,035,000",Park Slope,,#DIV/0!,Co-op,2,1,11,13,8.1,16.11,6.11,11.9,5,13.4,Line,3,0,0,
100 Maspeth Avenue #5D,6/9/2023,"$665,000",East Williamsburg,512,"$1,299",Condo,1,1,11.5,16.1,9.3,10.3,,,,,L-Shape,0,0,0,
801 Union Street #3,6/15/2023,"$1,495,000",Park Slope,,#DIV/0!,Co-op,3,1,29.2,12.8,15.1,11,13.3,6.9,12.4,9.5,Island,2,0,0,
1 Main Street #3L,11/18/2023,"$2,350,000",DUMBO,"1,655","$1,420",Condo,1,2,15.4,20,15.5,17.7,15,9.1,,,L-Shape,0,0,1,
1101 East 59th Street,9/27/2023,"$1,199,000",Flatlands,"3,400",$353,multi-family,6,2,,,,,,,,,,,,,
115 York Street 18F-YORK,4/13/2023,"$2,200,000",DUMBO,"1,291","$1,704",Condo,2,2,19.9,16.3,11.2,10.11,15.3,10,,,Island,2,0,1,
532 Herkimer Street,12/4/2023,"$1,425,000",Stuyvesant Heights,"2,800",$509,multi-family,4,3,19.1,21.5,18.6,12.7,12.3,7.5,18.8,19.11,Galley,4,0,1,
1946 Homecrest Avenue,7/19/2023,"$1,450,000",Homecrest,"1,408","$1,030",House,3,1.5,,,,,,,,,Galley,3,0,0,
126 First Place #3,6/23/2023,"$1,885,000",Carroll Gardens,"1,230","$1,533",Condo,2,2,13.8,18.8,10.7,13.3,11.5,15.4,4.5,7.8,L-Shape,1,0,1,
19 Saint Felix Street,4/11/2023,"$4,475,000",Fort Greene,"3,133","$1,428",Townhouse,4,2,13,22.8,12.9,12.8,13,11.8,13,10.7,Island,4,0,1,
34 Butler Place #12A,5/11/2023,"$895,000",Prospect Heights,714,"$1,254",Condo,2,1,13.8,10.8,13.2,10,8.6,10,,,line,4,0,0,
96 Schermerhorn Street #2F,5/26/2023,"$619,000",Downtown Brooklyn,634,$976,Co-op,1,1,12,19.6,10.2,16.2,,,,,L-Shape,3,0,0,
408 Saint Johns Place #1F,9/12/2023,"$675,000",Prospect Heights,,#DIV/0!,Co-op,1,1,12,19,15.1,10.4,,,,,Line,3,0,0,
39 Remsen Street #C2,7/27/2023,"$995,000",Brooklyn Heights,,#DIV/0!,Co-op,2,1,16.2,14.6,18.5,12.4,8.11,8.3,,,Galley,6,0,0,
42 Douglass Street,7/28/2023,"$4,200,000",Cobble Hill,,#DIV/0!,multi-family,8,4,14.8,14.3,14.9,14.1,9.4,10.8,,,Galley,4,0,0,
6024 20th Avenue,7/8/2023,"$2,599,000",Mapleton,"2,000","$1,300",Mixed-Used Building,8,4,,,,,,,,,,,,,
648 Second Street #1,7/14/2023,"$1,595,000",Park Slope,"1,152","$1,385",Co-op,2,1,17.6,19,12,20.7,13.8,10.5,,,L-Shape,2,0,0,
264 Webster Avenue #PH803,1/8/2024,"$625,000",Kensington,738,$847,Condo,1,1,13.3,16.11,12.2,10,,,,,Galley,2,0,0,
211 Schermerhorn Street #8B,12/21/2023,"$1,480,000",Downtown Brooklyn,1237,"$1,196",Condo,2,2,13.4,19.1,11.3,14.5,10,11.2,6.5,6.11,Island,3,1,0,
645 Carroll Street,10/2/2023,"$2,999,999",Park Slope,3565,$842,multi-family,4,3.5,26,11.4,16.7,16.3,15.5,10.4,16.9,14,Line,6,0,0,
34 North Seventh Street #6CC,8/4/2023,"$955,000",Williamsburg,685,"$1,394",Condo,1,1,11.6,19.5,12.4,13.3,,,,,Island,3,0,0,
7201 Fourth Avenue #C8,10/24/2023,"$445,000",Bay Ridge,,#DIV/0!,Co-op,3,1,21.9,12,13,11.11,14,17.6,12,16,Galley,5,0,0,
1449 67th Street #1C,10/3/2023,"$718,000",Bensonhurst,1289,$557,Condo,2,1.5,,,,,,,,,Galley,,,,
433 Warren Street #PH4,10/18/2023,"$779,000",Boerum Hill,,#DIV/0!,Condo,1,1,12.1,10.7,15.9,10.5,,,,,Island,2,1,0,
114 Lexington Avenue #403,9/12/2023,"$1,175,000",Bedford-Stuyvesant,930,"$1,263",Condo,2,2,17.3,13,13.1,11.2,12.8,10.9,,,Island,3,0,0,
114 Lexington Avenue #PH1,10/18/2023,"$1,865,000",Bedford-Stuyvesant,1382,"$1,349",Condo,3,2,14.9,18.5,13.1,12,9.11,11.8,10.1,11.8,Island,4,1,0,
199 North 6th Street,10/16/2023,"$4,650,000",Williamsburg,4000,"$1,163",multi-family,9,5,,,,,,,,,Island,,,,
601 East 19th Street #2O,9/15/2023,"$525,000",Ditmas Park,,#DIV/0!,Co-op,1,1,11.1,19.6,11.9,17.8,,,,,Line,4,0,0,
11 Hoyt Street #55C,8/14/2023,"$2,500,000",Downtown Brooklyn,1554,"$1,609",Condo,3,2.5,15.1,14,12.7,11.4,11.7,11,12.7,12,Line,4,1,0,
365 Bridge Street #3B,8/15/2023,"$1,275,000",Downtown Brooklyn,1293,$986,Condo,2,2,14.6,21.9,14.3,19.1,10.1,16.5,,,Island,4,1,0,
345 Shepherd Avenue,11/2/2023,"$650,000",East New York,2053,$317,multi-family,6,3,8.7,13.5,11.5,14.4,10.3,8.6,7.6,8.3,Line,2,0,0,
166 71st Street,7/31/2023,"$900,000",Bay Ridge,"1,312",$686,House,5,1.5,16.6,11,15.5,14,12,9.4,12.9,10.2,Galley,5,0,0,
114 Lexington Avenue #304,10/13/2023,"$1,085,000",Bedford-Stuyvesant,894,"$1,214",Condo,2,2,17,12.2,13.4,11.1,11.4,11.2,,,Island,3,0,0,
114 Lexington Avenue #302,10/18/2023,"$1,295,000",Bedford-Stuyvesant,962,"$1,346",Condo,2,2,17.1,13,13.11,10.9,13.1,11.2,,,Island,3,0,0,
245 56th Street,7/31/2023,"$845,000",Sunset Park,1546,$547,multi-family,7,2.5,,,,,,,,,Galley,,,,
28 Dikeman Street,7/26/2023,"$1,065,000",Red Hook,1600,$666,multi-family,3,1.5,15.6,12.2,13.5,13.7,13.9,11,11.3,10.3,Island,3,1,0,
1661 East 55th Street,8/14/2023,"$702,600",Flatlands,1633,$430,House,3,1.5,10.11,18.2,11,14.8,11,13.1,7.8,10.2,Galley,6,0,0,
296 Bay 14th Street,10/13/2023,"$800,000",Bath Beach,992,$806,House,2,1,,,,,,,,,,,,,
122 Bay 26th Street #3A,11/1/2023,"$700,556",Bath Beach,"1,124",$623,Condo,2,2,,,,,,,,,,,,,
122 Bay 26th Street #1C,11/9/2023,"$761,651",Bath Beach,"1,710",$445,Condo,2,2,,,,,,,,,,,,,
1889 Shore Parkway Sr N,12/5/2023,"$1,339,888",Gravesend,"3,220",$416,multi-family,6,3,,,,,,,,,,,,,
60 Rutland Road,12/29/2023,"$2,550,000",Prospect Lefferts Gardens,"3,984",$640,Townhouse,6,3.5,21.1,12.1,18,12.4,15.9,19.3,15.4,12.4,Galley,6,2,0,
449 Avenue Y,8/10/2023,"$1,212,000",Gravesend,3360,$361,multi-family,8,3,,,,,,,,,Island,,,,
359 Ovington Avenue #A2,10/24/2023,"$332,500",Bay Ridge,"1,000",$333,Co-op,1,1,,,,,,,,,Galley,,,,
122 Bay 26th Street #2C,12/14/2023,"$748,413",Bath Beach,1019,$734,Condo,2,2,15.2,23.4,20.7,10.19,8.3,18.6,,,Island,4,0,0,
122 Bay 26th Street #2B,12/8/2023,"$769,000",Bath Beach,1019,$755,Condo,2,2,15.2,23.4,20.7,10.19,8.3,18.6,,,Island,4,0,0,
1335 63rd Street #2B,11/27/2023,"$799,000",Borough Park,"1,264",$632,Condo,3,2,20.7,19.6,9.8,15.11,9.8,18.1,6.11,8.1,Line,4,0,0,
1335 63rd Street #2A,11/20/2023,"$641,497",Borough Park,"1,264",$508,Condo,3,2,20.7,19.6,9.8,15.11,9.8,18.1,6.11,8.1,Line,4,0,0,
1009 Carroll Street,8/15/2023,"$1,150,000", Crown Heights,,#DIV/0!,House,4,1.5,18.6,13,12,16,12,12.5,12,10,Galley,7,0,1,
311 Leonard Street,7/28/2023,"$950,000",Williamsburg,"1,140",$833,House,3,2,,,,,,,,,,,,,
2874 Nostrand Avenue,6/20/2023,"$1,025,000",Homecrest,"2,540",$404,Building,4,2.5,,,,,,,,,,,,,
11 Hoyt Street #37G,6/21/2023,"$2,300,000",Downtown Brooklyn,"1,410","$1,631",Condo,3,2,14.8,13.1,13.11,12,12.11,11.2,11,10.9,Island,3,0,1,
249 Bay 35th Street,10/30/2023,"$1,150,000",Gravesend,"2,806",$410,House,4,3.5,11.8,10,8.11,13.4,,,,,Island,2,0,0,
1030 65th Street,10/16/2023,"$1,700,000",Dyker Heights,"2,640",$644,multi-family,7,2,,,,,,,,,Line,,,,
2675 East 26th Street,9/14/2023,"$1,188,000",Sheepshead Bay,"1,860",$639,multi-family,4,2,,,,,,,,,Galley,,,,
34 Apollo Street,11/2/2023,"$1,330,000",Greenpoint,2700,$493,multi-family,4,2,10.3,14,11.8,13.9,7.4,9.11,10.3,13,Island,3,0,0,
289 Parkside Avenue #2D,9/12/2023,"$450,000",Prospect Lefferts Gardens,720,$625,Co-op,2,1,14.8,10.8,14.8,10,12,9.9,,,Galley,3,0,0,
6823 Bliss Terrace,9/18/2023,"$965,000",Bay Ridge,"1,254",$770,House,3,1.5,,,,,,,,,Galley,,,,
1562 West 6th Street #6C,8/9/2023,"$685,000",Bensonhurst,916,$748,Condo,2,2,,,,,,,,,Line,,,,
80 Avenue P #A11,12/11/2023,"$285,000",Gravesend,875,$326,Co-op,1,1,,,,,,,,,Galley,,,,
3060 Ocean Avenue #2X,10/11/2023,"$250,000",Sheepshead Bay,500,$500,Co-op,0,1,,,,,,,,,Galley,,,,
7101 Colonial Road #R5D,11/14/2023,"$353,000",Bay Ridge,,#DIV/0!,Co-op,1,1,19.1,12.1,11.1,19,,,,,Galley,3,0,0,
42 Maspeth Avenue #6J,6/28/2023,"$1,500,000",East Williamsburg,988,"$1,518",Condo,2,2,13.4,16.11,13.8,10.8,12.7,13,,,Island,3,0,0,
42 Maspeth Avenue #4F,7/28/2023,"$625,000",East Williamsburg,,#DIV/0!,Condo,0,1,11.7,12,,,,,,,L-Shape,2,0,0,
1171 Ocean Parkway #4F,11/7/2023,"$212,000",Midwood,,#DIV/0!,Co-op,0,1,12.7,20,,,,,,,Galley,3,0,0,
430 Van Brunt Street,10/25/2023,"$2,222,000",Red Hook,"2,250",$988,Townhouse,4,3,21.7,12.5,13.4,18.4,,,,,Island,2,0,0,
396 12th Street #3R,10/5/2023,"$750,000",Park Slope,,#DIV/0!,Co-op,1,1,12.8,27.7,10.1,15,,,,,L-Shape,0,0,0,
322 23rd Street,9/12/2023,"$2,475,000",Greenwood,4285,$578,House,4,2.5,14,21,14,11,14,10.8,14,13.2,Galley,7,1,0,
33 Fuller Place,9/18/2023,"$2,763,000",Windsor Terrace,,#DIV/0!,House,3,2,16.5,11.5,16,9,13,6.8,16.3,11,Galley,9,0,0,
220 Rugby Road,9/8/2023,"$3,410,000",Prospect Park South,"4,787",$712,House,8,3.5,14.6,34.5,14,19.5,14,12.5,10.2,12.4,Galley,2,0,0,
11 Hoyt Street #50F,10/16/2023,"$1,680,000",Downtown Brooklyn,"1,010","$1,663",Condo,2,2,14.11,12.6,10,10,13.4,12.4,,,L-Shape,1,1,0,
1 City Point #46H,8/17/2023,"$2,234,876",Downtown Brooklyn,"1,175","$1,902",Condop,2,2,20.3,12.1,12,12.7,13.2,11,,,Island,2,1,0,
363 Dean Street #4,9/27/2023,"$1,220,000",Boerum Hill,,#DIV/0!,Condo,2,1,12.6,17.3,16.5,8.4,16.5,9,,,Line,3,0,0,
503 East 4th Street,10/27/2023,"$751,000",Kensington,1992,$377,House,4,2,,,,,,,,,,,,,
34 Plaza Street East #809,11/9/2023,"$1,695,000",Prospect Heights,,#DIV/0!,Co-op,2,2,12.11,19.77,15.2,11.1,15.7,10.11,,,Island,5,0,0,
114 Luquer Street #1B,8/15/2023,"$2,494,712",Carroll Gardens,"1,953","$1,277",Condo,3,2.5,25.1,12.6,14.2,10.8,9.1,9.2,,,L-Shape,4,0,0,
2239 Troy Avenue #4K,9/22/2023,"$230,000",Flatlands,895,$257,Co-op,2,1,,,,,,,,,Galley,3,0,0,
2420 East 74th Street,10/27/2023,"$875,000",Bergen Beach,2194,$399,House,3,2.5,16.2,10.1,16.4,10.9,9.11,8.3,10.8,13.1,Galley,3,0,0,
306 Gold Street #28E,10/13/2023,"$970,000",Downtown Brooklyn,765,"$1,268",Condo,1,1,18.8,13.8,15.5,12,,,,,Island,0,1,0,
736 Prospect Place,9/19/2023,"$1,700,000",Crown Heights,"2,834",$600,multi-family,4,2.5,11.9,21,10.6,18.8,10.5,16,10.7,15.6,Galley,9,0,0,
519 Miller Avenue,11/3/2023,"$999,000",East New York,"3,360",$297,multi-family,7,4,,,,,,,,,L-Shape,,,,
164 Washington Park #3,7/13/2023,"$1,350,000",Fort Greene,,#DIV/0!,Condo,2,1,17.3,13.4,12.11,13.4,12.9,6.9,,,Galley,5,0,0,
171 North 1st Street #3H,12/14/2023,"$1,621,767",Williamsburg,936,"$1,733",Condo,2,2,12.5,16.3,10,11.5,11.3,13,,,Island,2,1,0,
